Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		Chrom.1		
41.853	3.856474					41.853	7.700886																																	
41.857	3.887605					41.857	7.700948																																	
41.861	3.883177					41.861	7.700981																																	
41.865	3.895783					41.865	7.700917																																	
41.869	3.892254					41.869	7.700899																																	
41.873	3.870976					41.873	7.700937																																	
41.878	3.876085					41.878	7.700892																																	
41.882	3.868454					41.882	7.700894																																	
41.886	3.900532					41.886	7.700864																																	
41.89	3.883067					41.89	7.700802																																	
41.894	3.869728					41.894	7.700751																																	
41.898	3.861815					41.898	7.700761																																	
41.902	3.871853					41.902	7.70067																																	
41.907	3.86849					41.907	7.700648																																	
41.911	3.875903					41.911	7.700559																																	
41.915	3.861432					41.915	7.700468																																	
41.919	3.856881					41.919	7.700432																																	
41.923	3.881494					41.923	7.700439																																	
41.927	3.863082					41.927	7.700418																																	
41.931	3.874004					41.931	7.700388																																	
41.936	3.880913					41.936	7.700375																																	
41.94	3.895705					41.94	7.700328																																	
41.944	3.891893					41.944	7.700225																																	
41.948	3.888297					41.948	7.700196																																	
41.952	3.892056					41.952	7.700156																																	
41.956	3.887348					41.956	7.70013																																	
41.96	3.869914					41.96	7.700046																																	
41.965	3.877553					41.965	7.699963																																	
41.969	3.902178					41.969	7.699924																																	
41.973	3.894538					41.973	7.699839																																	
41.977	3.904318					41.977	7.699737																																	
41.981	3.876343					41.981	7.699686																																	
41.985	3.880759					41.985	7.699676																																	
41.989	3.87225					41.989	7.699642																																	
41.994	3.862859					41.994	7.699568																																	
41.998	3.881785					41.998	7.699509																																	
42.002	3.898595					42.002	7.699453																																	
42.006	3.893473					42.006	7.699435																																	
42.01	3.87699					42.01	7.699403																																	
42.014	3.880466					42.014	7.699297																																	
42.018	3.88854					42.018	7.699178																																	
42.023	3.899482					42.023	7.699073																																	
42.027	3.901566					42.027	7.698993																																	
42.031	3.880539					42.031	7.69891																																	
42.035	3.874183					42.035	7.698786																																	
42.039	3.889053					42.039	7.69866																																	
42.043	3.892221					42.043	7.698574																																	
42.047	3.880263					42.047	7.698507																																	
42.052	3.877194					42.052	7.698416																																	
42.056	3.876415					42.056	7.698302																																	
42.06	3.884946					42.06	7.698162																																	
42.064	3.893659					42.064	7.698058																																	
42.068	3.881301					42.068	7.698011																																	
42.072	3.870413					42.072	7.697973																																	
42.077	3.877683					42.077	7.697907																																	
42.081	3.881472					42.081	7.697834																																	
42.085	3.867343					42.085	7.697803																																	
42.089	3.871077					42.089	7.697746																																	
42.093	3.871398					42.093	7.697675																																	
42.097	3.872098					42.097	7.697565																																	
42.101	3.877707					42.101	7.697506																																	
42.106	3.875976					42.106	7.697493																																	
42.11	3.87967					42.11	7.697395																																	
42.114	3.893142					42.114	7.697241																																	
42.118	3.887896					42.118	7.697124																																	
42.122	3.885264					42.122	7.697042																																	
42.126	3.880256					42.126	7.696958																																	
42.13	3.895033					42.13	7.696808																																	
42.135	3.895989					42.135	7.69671																																	
42.139	3.863753					42.139	7.696647																																	
42.143	3.870477					42.143	7.696546																																	
42.147	3.902678					42.147	7.696402																																	
42.151	3.925738					42.151	7.696191																																	
42.155	3.926849					42.155	7.695997																																	
42.159	3.918981					42.159	7.695885																																	
42.164	3.936243					42.164	7.695813																																	
42.168	3.919749					42.168	7.695753																																	
42.172	3.909082					42.172	7.695632																																	
42.176	3.927103					42.176	7.69556																																	
42.18	3.932869					42.18	7.695584																																	
42.184	3.920281					42.184	7.695575																																	
42.188	3.926533					42.188	7.69558																																	
42.193	3.895003					42.193	7.69561																																	
42.197	3.912072					42.197	7.695651																																	
42.201	3.881972					42.201	7.695695																																	
42.205	3.894646					42.205	7.695746																																	
42.209	3.883598					42.209	7.695836																																	
42.213	3.882615					42.213	7.695924																																	
42.217	3.890532					42.217	7.695988																																	
42.222	3.902169					42.222	7.695975																																	
42.226	3.900484					42.226	7.695984																																	
42.23	3.904972					42.23	7.696053																																	
42.234	3.884519					42.234	7.696158																																	
42.238	3.889673					42.238	7.696205																																	
42.242	3.884588					42.242	7.696164																																	
42.246	3.885027					42.246	7.696196																																	
42.251	3.900165					42.251	7.696139																																	
42.255	3.89675					42.255	7.696112																																	
42.259	3.903591					42.259	7.696043																																	
42.263	3.895325					42.263	7.696058																																	
42.267	3.872703					42.267	7.696029																																	
42.271	3.893883					42.271	7.696055																																	
42.276	3.899385					42.276	7.696109																																	
42.28	3.903518					42.28	7.696036																																	
42.284	3.903023					42.284	7.696086																																	
42.288	3.912095					42.288	7.696057																																	
42.292	3.897005					42.292	7.696022																																	
42.296	3.894511					42.296	7.69607																																	
42.3	3.907843					42.3	7.696093																																	
42.305	3.881759					42.305	7.696148																																	
42.309	3.87456					42.309	7.696131																																	
42.313	3.89063					42.313	7.696105																																	
42.317	3.902027					42.317	7.696138																																	
42.321	3.893515					42.321	7.69618																																	
42.325	3.884808					42.325	7.69622																																	
42.329	3.874465					42.329	7.696237																																	
42.334	3.87764					42.334	7.69623																																	
42.338	3.898387					42.338	7.696269																																	
42.342	3.895082					42.342	7.696355																																	
42.346	3.897647					42.346	7.696461																																	
42.35	3.883158					42.35	7.696482																																	
42.354	3.906569					42.354	7.696447																																	
42.358	3.901913					42.358	7.696414																																	
42.363	3.908095					42.363	7.696412																																	
42.367	3.899181					42.367	7.696451																																	
42.371	3.905618					42.371	7.696503																																	
42.375	3.898672					42.375	7.696458																																	
42.379	3.912495					42.379	7.696435																																	
42.383	3.905046					42.383	7.696408																																	
42.387	3.893824					42.387	7.696394																																	
42.392	3.886418					42.392	7.696413																																	
42.396	3.899435					42.396	7.696419																																	
42.4	3.905541					42.4	7.696356																																	
42.404	3.905086					42.404	7.696295																																	
42.408	3.91304					42.408	7.696257																																	
42.412	3.914604					42.412	7.696209																																	
42.416	3.911371					42.416	7.696155																																	
42.421	3.892868					42.421	7.696095																																	
42.425	3.900483					42.425	7.696043																																	
42.429	3.921908					42.429	7.69602																																	
42.433	3.924345					42.433	7.695998																																	
42.437	3.917339					42.437	7.695936																																	
42.441	3.912914					42.441	7.695842																																	
42.445	3.911044					42.445	7.695723																																	
42.45	3.907029					42.45	7.69562																																	
42.454	3.898381					42.454	7.69557																																	
42.458	3.897628					42.458	7.695527																																	
42.462	3.894279					42.462	7.695441																																	
42.466	3.897074					42.466	7.695328																																	
42.47	3.915251					42.47	7.69525																																	
42.475	3.920563					42.475	7.695226																																	
42.479	3.914436					42.479	7.695228																																	
42.483	3.906072					42.483	7.695215																																	
42.487	3.90351					42.487	7.695152																																	
42.491	3.915302					42.491	7.695066																																	
42.495	3.929931					42.495	7.694979																																	
42.499	3.915762					42.499	7.694922																																	
42.504	3.915395					42.504	7.694854																																	
42.508	3.93374					42.508	7.694784																																	
42.512	3.920151					42.512	7.694735																																	
42.516	3.928296					42.516	7.694718																																	
42.52	3.924204					42.52	7.694698																																	
42.524	3.922292					42.524	7.69467																																	
42.528	3.931819					42.528	7.694706																																	
42.533	3.933984					42.533	7.694722																																	
42.537	3.930609					42.537	7.694759																																	
42.541	3.929557					42.541	7.694857																																	
42.545	3.924538					42.545	7.694912																																	
42.549	3.937673					42.549	7.694925																																	
42.553	3.938548					42.553	7.694988																																	
42.557	3.91095					42.557	7.694996																																	
42.562	3.92793					42.562	7.695002																																	
42.566	3.940632					42.566	7.695038																																	
42.57	3.926353					42.57	7.695164																																	
42.574	3.928216					42.574	7.695261																																	
42.578	3.904187					42.578	7.695303																																	
42.582	3.921637					42.582	7.695238																																	
42.586	3.918995					42.586	7.69521																																	
42.591	3.946661					42.591	7.695126																																	
42.595	3.959724					42.595	7.695041																																	
42.599	3.937406					42.599	7.694932																																	
42.603	3.931608					42.603	7.694898																																	
42.607	3.944227					42.607	7.69482																																	
42.611	3.958359					42.611	7.694733																																	
42.615	3.942134					42.615	7.694649																																	
42.62	3.953184					42.62	7.694623																																	
42.624	3.929865					42.624	7.694643																																	
42.628	3.94164					42.628	7.694654																																	
42.632	3.926876					42.632	7.694635																																	
42.636	3.915292					42.636	7.694643																																	
42.64	3.936606					42.64	7.694611																																	
42.644	3.938051					42.644	7.694558																																	
42.649	3.939485					42.649	7.694565																																	
42.653	3.92156					42.653	7.694468																																	
42.657	3.948111					42.657	7.694372																																	
42.661	3.921908					42.661	7.694245																																	
42.665	3.946218					42.665	7.694162																																	
42.669	3.935929					42.669	7.694149																																	
42.674	3.955189					42.674	7.694073																																	
42.678	3.94203					42.678	7.694052																																	
42.682	3.954393					42.682	7.694068																																	
42.686	3.95574					42.686	7.694037																																	
42.69	3.952929					42.69	7.693917																																	
42.694	3.975216					42.694	7.693865																																	
42.698	3.954077					42.698	7.693804																																	
42.703	3.939145					42.703	7.69379																																	
42.707	3.943048					42.707	7.693776																																	
42.711	3.935642					42.711	7.693748																																	
42.715	3.940878					42.715	7.69371																																	
42.719	3.962236					42.719	7.69372																																	
42.723	3.954413					42.723	7.693659																																	
42.727	3.968121					42.727	7.69365																																	
42.732	3.975517					42.732	7.693613																																	
42.736	3.966954					42.736	7.693636																																	
42.74	3.95031					42.74	7.693674																																	
42.744	3.964448					42.744	7.693637																																	
42.748	3.971129					42.748	7.69358																																	
42.752	3.970833					42.752	7.693495																																	
42.756	3.97413					42.756	7.693526																																	
42.761	3.974761					42.761	7.693603																																	
42.765	3.977848					42.765	7.693589																																	
42.769	3.974454					42.769	7.693552																																	
42.773	3.973058					42.773	7.69359																																	
42.777	3.978235					42.777	7.693624																																	
42.781	3.976283					42.781	7.693656																																	
42.785	3.973964					42.785	7.693665																																	
42.79	3.97155					42.79	7.693699																																	
42.794	3.972411					42.794	7.693727																																	
42.798	3.992061					42.798	7.693699																																	
42.802	3.998216					42.802	7.693711																																	
42.806	4.003223					42.806	7.693641																																	
42.81	4.007766					42.81	7.693598																																	
42.814	3.996158					42.814	7.693602																																	
42.819	3.982428					42.819	7.693604																																	
42.823	3.992822					42.823	7.693602																																	
42.827	4.002351					42.827	7.693587																																	
42.831	4.005991					42.831	7.693522																																	
42.835	4.005408					42.835	7.693439																																	
42.839	4.007328					42.839	7.693357																																	
42.843	4.00906					42.843	7.693319																																	
42.848	4.014821					42.848	7.693323																																	
42.852	4.013978					42.852	7.693303																																	
42.856	4.002367					42.856	7.69323																																	
42.86	4.00298					42.86	7.693135																																	
42.864	4.007621					42.864	7.693101																																	
42.868	4.000729					42.868	7.693085																																	
42.873	3.990945					42.873	7.693069																																	
42.877	4.007319					42.877	7.693073																																	
42.881	4.032118					42.881	7.693072																																	
42.885	4.026727					42.885	7.693036																																	
42.889	4.017601					42.889	7.692938																																	
42.893	4.011703					42.893	7.692885																																	
42.897	4.012484					42.897	7.692867																																	
42.902	4.020203					42.902	7.692819																																	
42.906	4.01455					42.906	7.692753																																	
42.91	4.021813					42.91	7.692718																																	
42.914	4.012232					42.914	7.692719																																	
42.918	3.998217					42.918	7.692689																																	
42.922	4.00381					42.922	7.692615																																	
42.926	4.004822					42.926	7.692599																																	
42.931	4.021362					42.931	7.692648																																	
42.935	4.008943					42.935	7.692661																																	
42.939	3.996746					42.939	7.692627																																	
42.943	4.0294					42.943	7.692644																																	
42.947	4.045505					42.947	7.692688																																	
42.951	4.022914					42.951	7.692761																																	
42.955	4.029038					42.955	7.692857																																	
42.96	4.035761					42.96	7.692939																																	
42.964	4.032072					42.964	7.693036																																	
42.968	4.040561					42.968	7.693143																																	
42.972	4.05476					42.972	7.693246																																	
42.976	4.024466					42.976	7.693311																																	
42.98	4.026123					42.98	7.693344																																	
42.984	4.015899					42.984	7.693431																																	
42.989	4.038171					42.989	7.693539																																	
42.993	4.023351					42.993	7.69363																																	
42.997	4.046494					42.997	7.693673																																	
43.001	4.057823					43.001	7.693709																																	
43.005	4.045211					43.005	7.693725																																	
43.009	4.032054					43.009	7.69368																																	
43.013	4.074391					43.013	7.693639																																	
43.018	4.061182					43.018	7.69362																																	
43.022	4.089108					43.022	7.693454																																	
43.026	4.105544					43.026	7.693456																																	
43.03	4.078056					43.03	7.693531																																	
43.034	4.106548					43.034	7.693524																																	
43.038	4.095851					43.038	7.693622																																	
43.042	4.089736					43.042	7.693664																																	
43.047	4.107504					43.047	7.693686																																	
43.051	4.08768					43.051	7.693666																																	
43.055	4.072813					43.055	7.693745																																	
43.059	4.089017					43.059	7.693801																																	
43.063	4.063001					43.063	7.693859																																	
43.067	4.077247					43.067	7.69395																																	
43.071	4.096108					43.071	7.694005																																	
43.076	4.062163					43.076	7.694121																																	
43.08	4.083256					43.08	7.694241																																	
43.084	4.07445					43.084	7.694393																																	
43.088	4.075739					43.088	7.694441																																	
43.092	4.114274					43.092	7.694545																																	
43.096	4.106314					43.096	7.694565																																	
43.101	4.092341					43.101	7.694595																																	
43.105	4.102669					43.105	7.694614																																	
43.109	4.085628					43.109	7.694663																																	
43.113	4.094167					43.113	7.694675																																	
43.117	4.063214					43.117	7.694717																																	
43.121	4.080794					43.121	7.694799																																	
43.125	4.097646					43.125	7.694807																																	
43.13	4.10208					43.13	7.694867																																	
43.134	4.095576					43.134	7.694851																																	
43.138	4.080012					43.138	7.694827																																	
43.142	4.094609					43.142	7.694873																																	
43.146	4.087461					43.146	7.694918																																	
43.15	4.099932					43.15	7.694969																																	
43.154	4.094236					43.154	7.694974																																	
43.159	4.116355					43.159	7.694959																																	
43.163	4.124818					43.163	7.694994																																	
43.167	4.11756					43.167	7.695061																																	
43.171	4.122182					43.171	7.695114																																	
43.175	4.110043					43.175	7.695155																																	
43.179	4.1176					43.179	7.695191																																	
43.183	4.115593					43.183	7.695252																																	
43.188	4.108603					43.188	7.695357																																	
43.192	4.091812					43.192	7.695476																																	
43.196	4.09812					43.196	7.695577																																	
43.2	4.114949					43.2	7.695661																																	
43.204	4.10995					43.204	7.695702																																	
43.208	4.116935					43.208	7.695736																																	
43.212	4.125762					43.212	7.695775																																	
43.217	4.129125					43.217	7.695784																																	
43.221	4.119874					43.221	7.695734																																	
43.225	4.126805					43.225	7.695631																																	
43.229	4.129196					43.229	7.695559																																	
43.233	4.122562					43.233	7.695492																																	
43.237	4.125975					43.237	7.695449																																	
43.241	4.135695					43.241	7.695385																																	
43.246	4.144007					43.246	7.695274																																	
43.25	4.134212					43.25	7.695158																																	
43.254	4.126203					43.254	7.695093																																	
43.258	4.140961					43.258	7.695082																																	
43.262	4.147526					43.262	7.695069																																	
43.266	4.154202					43.266	7.695014																																	
43.27	4.153955					43.27	7.694964																																	
43.275	4.146345					43.275	7.694947																																	
43.279	4.150174					43.279	7.69492																																	
43.283	4.160379					43.283	7.694862																																	
43.287	4.165238					43.287	7.69477																																	
43.291	4.153302					43.291	7.694726																																	
43.295	4.148451					43.295	7.694699																																	
43.3	4.147305					43.3	7.694635																																	
43.304	4.165786					43.304	7.694568																																	
43.308	4.184436					43.308	7.694491																																	
43.312	4.183013					43.312	7.694463																																	
43.316	4.178786					43.316	7.694498																																	
43.32	4.17711					43.32	7.694555																																	
43.324	4.158355					43.324	7.694561																																	
43.329	4.172833					43.329	7.694589																																	
43.333	4.175801					43.333	7.694626																																	
43.337	4.186882					43.337	7.694689																																	
43.341	4.185577					43.341	7.694734																																	
43.345	4.179892					43.345	7.694758																																	
43.349	4.182446					43.349	7.694786																																	
43.353	4.184116					43.353	7.694839																																	
43.358	4.208166					43.358	7.694871																																	
43.362	4.208215					43.362	7.694914																																	
43.366	4.208536					43.366	7.694956																																	
43.37	4.214012					43.37	7.694986																																	
43.374	4.219367					43.374	7.695025																																	
43.378	4.210454					43.378	7.695108																																	
43.382	4.210215					43.382	7.695197																																	
43.387	4.205193					43.387	7.695235																																	
43.391	4.214921					43.391	7.69524																																	
43.395	4.226313					43.395	7.695317																																	
43.399	4.214039					43.399	7.695391																																	
43.403	4.226198					43.403	7.695426																																	
43.407	4.23534					43.407	7.695417																																	
43.411	4.214009					43.411	7.695476																																	
43.416	4.235382					43.416	7.695491																																	
43.42	4.228049					43.42	7.695547																																	
43.424	4.217892					43.424	7.695523																																	
43.428	4.24585					43.428	7.695641																																	
43.432	4.24211					43.432	7.695744																																	
43.436	4.2361					43.436	7.695895																																	
43.44	4.230744					43.44	7.695955																																	
43.445	4.237887					43.445	7.69595																																	
43.449	4.249289					43.449	7.696032																																	
43.453	4.269686					43.453	7.696047																																	
43.457	4.269799					43.457	7.696075																																	
43.461	4.264071					43.461	7.696085																																	
43.465	4.273717					43.465	7.696209																																	
43.469	4.272429					43.469	7.696311																																	
43.474	4.272998					43.474	7.696517																																	
43.478	4.268025					43.478	7.696644																																	
43.482	4.257144					43.482	7.696813																																	
43.486	4.279644					43.486	7.696988																																	
43.49	4.248641					43.49	7.697028																																	
43.494	4.272342					43.494	7.697091																																	
43.499	4.26854					43.499	7.697192																																	
43.503	4.268587					43.503	7.697331																																	
43.507	4.276458					43.507	7.697478																																	
43.511	4.268827					43.511	7.697567																																	
43.515	4.289245					43.515	7.697649																																	
43.519	4.289194					43.519	7.697711																																	
43.523	4.295156					43.523	7.69775																																	
43.528	4.285452					43.528	7.697791																																	
43.532	4.30201					43.532	7.697845																																	
43.536	4.298529					43.536	7.69787																																	
43.54	4.300479					43.54	7.697944																																	
43.544	4.311146					43.544	7.697988																																	
43.548	4.318233					43.548	7.698005																																	
43.552	4.302004					43.552	7.698018																																	
43.557	4.311813					43.557	7.698034																																	
43.561	4.317056					43.561	7.698133																																	
43.565	4.31348					43.565	7.698215																																	
43.569	4.317079					43.569	7.698274																																	
43.573	4.308704					43.573	7.698321																																	
43.577	4.311015					43.577	7.698387																																	
43.581	4.323824					43.581	7.698439																																	
43.586	4.335827					43.586	7.698427																																	
43.59	4.319734					43.59	7.69838																																	
43.594	4.322837					43.594	7.698392																																	
43.598	4.343271					43.598	7.698401																																	
43.602	4.348197					43.602	7.698358																																	
43.606	4.358984					43.606	7.698309																																	
43.61	4.352166					43.61	7.698262																																	
43.615	4.357173					43.615	7.698262																																	
43.619	4.356982					43.619	7.698303																																	
43.623	4.35228					43.623	7.698338																																	
43.627	4.346231					43.627	7.698346																																	
43.631	4.364059					43.631	7.698366																																	
43.635	4.359438					43.635	7.698407																																	
43.639	4.363467					43.639	7.698452																																	
43.644	4.368621					43.644	7.698502																																	
43.648	4.368917					43.648	7.698575																																	
43.652	4.36854					43.652	7.698625																																	
43.656	4.380123					43.656	7.698668																																	
43.66	4.388154					43.66	7.698748																																	
43.664	4.391327					43.664	7.698853																																	
43.668	4.386252					43.668	7.69889																																	
43.673	4.384065					43.673	7.69887																																	
43.677	4.389472					43.677	7.698877																																	
43.681	4.387331					43.681	7.698904																																	
43.685	4.38357					43.685	7.698957																																	
43.689	4.381509					43.689	7.69903																																	
43.693	4.390895					43.693	7.699059																																	
43.698	4.405683					43.698	7.699072																																	
43.702	4.412391					43.702	7.699144																																	
43.706	4.409457					43.706	7.699233																																	
43.71	4.421662					43.71	7.699325																																	
43.714	4.421555					43.714	7.6994																																	
43.718	4.411202					43.718	7.699465																																	
43.722	4.415037					43.722	7.699504																																	
43.727	4.438408					43.727	7.699514																																	
43.731	4.427931					43.731	7.699533																																	
43.735	4.413942					43.735	7.699585																																	
43.739	4.419596					43.739	7.69963																																	
43.743	4.434192					43.743	7.699636																																	
43.747	4.438365					43.747	7.699689																																	
43.751	4.427816					43.751	7.699757																																	
43.756	4.429606					43.756	7.699871																																	
43.76	4.449447					43.76	7.699951																																	
43.764	4.450715					43.764	7.700013																																	
43.768	4.453471					43.768	7.700052																																	
43.772	4.461867					43.772	7.700114																																	
43.776	4.453277					43.776	7.700205																																	
43.78	4.467373					43.78	7.700274																																	
43.785	4.462766					43.785	7.700337																																	
43.789	4.475791					43.789	7.700405																																	
43.793	4.468664					43.793	7.700462																																	
43.797	4.485425					43.797	7.700507																																	
43.801	4.486083					43.801	7.700623																																	
43.805	4.478432					43.805	7.700727																																	
43.809	4.4825					43.809	7.700826																																	
43.814	4.496719					43.814	7.700893																																	
43.818	4.490664					43.818	7.701001																																	
43.822	4.501722					43.822	7.701034																																	
43.826	4.502092					43.826	7.701108																																	
43.83	4.492745					43.83	7.701218																																	
43.834	4.499755					43.834	7.701274																																	
43.838	4.495629					43.838	7.701323																																	
43.843	4.488511					43.843	7.701435																																	
43.847	4.510273					43.847	7.70154																																	
43.851	4.510896					43.851	7.701654																																	
43.855	4.522653					43.855	7.701628																																	
43.859	4.5192					43.859	7.701705																																	
43.863	4.507042					43.863	7.701868																																	
43.867	4.537129					43.867	7.702018																																	
43.872	4.527514					43.872	7.70203																																	
43.876	4.519065					43.876	7.702041																																	
43.88	4.560383					43.88	7.70207																																	
43.884	4.57104					43.884	7.702051																																	
43.888	4.57865					43.888	7.702111																																	
43.892	4.550508					43.892	7.702155																																	
43.896	4.572302					43.896	7.702164																																	
43.901	4.569823					43.901	7.702193																																	
43.905	4.574831					43.905	7.702317																																	
43.909	4.558171					43.909	7.702421																																	
43.913	4.556921					43.913	7.702513																																	
43.917	4.554203					43.917	7.702607																																	
43.921	4.54995					43.921	7.702742																																	
43.926	4.547829					43.926	7.702793																																	
43.93	4.568649					43.93	7.702948																																	
43.934	4.556714					43.934	7.70312																																	
43.938	4.558329					43.938	7.703265																																	
43.942	4.571643					43.942	7.703393																																	
43.946	4.570363					43.946	7.703505																																	
43.95	4.577026					43.95	7.703567																																	
43.955	4.59751					43.955	7.703587																																	
43.959	4.5821					43.959	7.703668																																	
43.963	4.583345					43.963	7.703718																																	
43.967	4.59428					43.967	7.703774																																	
43.971	4.595252					43.971	7.703874																																	
43.975	4.59994					43.975	7.703962																																	
43.979	4.616329					43.979	7.704031																																	
43.984	4.615524					43.984	7.704108																																	
43.988	4.615831					43.988	7.704227																																	
43.992	4.60823					43.992	7.704354																																	
43.996	4.613539					43.996	7.704422																																	
44	4.623246					44	7.704414																																	
44.004	4.633076					44.004	7.704436																																	
44.008	4.638737					44.008	7.704441																																	
44.013	4.627501					44.013	7.704443																																	
44.017	4.635065					44.017	7.704458																																	
44.021	4.644432					44.021	7.704485																																	
44.025	4.645697					44.025	7.70453																																	
44.029	4.647832					44.029	7.704599																																	
44.033	4.640185					44.033	7.704689																																	
44.037	4.64485					44.037	7.704785																																	
44.042	4.643872					44.042	7.704888																																	
44.046	4.640354					44.046	7.704969																																	
44.05	4.653416					44.05	7.705075																																	
44.054	4.65251					44.054	7.705148																																	
44.058	4.647708					44.058	7.705175																																	
44.062	4.664956					44.062	7.705222																																	
44.066	4.663858					44.066	7.705316																																	
44.071	4.656184					44.071	7.705447																																	
44.075	4.669584					44.075	7.705596																																	
44.079	4.678538					44.079	7.705671																																	
44.083	4.688653					44.083	7.705685																																	
44.087	4.697311					44.087	7.705736																																	
44.091	4.680068					44.091	7.705786																																	
44.095	4.67487					44.095	7.705852																																	
44.1	4.68725					44.1	7.705943																																	
44.104	4.687571					44.104	7.706009																																	
44.108	4.70944					44.108	7.706054																																	
44.112	4.733429					44.112	7.706108																																	
44.116	4.725605					44.116	7.706161																																	
44.12	4.711755					44.12	7.706165																																	
44.125	4.72299					44.125	7.706195																																	
44.129	4.742868					44.129	7.706264																																	
44.133	4.726274					44.133	7.706321																																	
44.137	4.72154					44.137	7.706425																																	
44.141	4.742717					44.141	7.706565																																	
44.145	4.727132					44.145	7.706666																																	
44.149	4.702925					44.149	7.706722																																	
44.154	4.707328					44.154	7.706766																																	
44.158	4.716542					44.158	7.706894																																	
44.162	4.730617					44.162	7.707084																																	
44.166	4.740969					44.166	7.707217																																	
44.17	4.734004					44.17	7.707277																																	
44.174	4.746913					44.174	7.70738																																	
44.178	4.733743					44.178	7.707546																																	
44.183	4.746522					44.183	7.707654																																	
44.187	4.75736					44.187	7.707735																																	
44.191	4.762526					44.191	7.707837																																	
44.195	4.76669					44.195	7.707979																																	
44.199	4.771631					44.199	7.708109																																	
44.203	4.750544					44.203	7.708211																																	
44.207	4.753118					44.207	7.70832																																	
44.212	4.786737					44.212	7.708354																																	
44.216	4.778258					44.216	7.708447																																	
44.22	4.770559					44.22	7.708543																																	
44.224	4.769481					44.224	7.70861																																	
44.228	4.771001					44.228	7.70863																																	
44.232	4.78777					44.232	7.70864																																	
44.236	4.797317					44.236	7.708649																																	
44.241	4.810632					44.241	7.708763																																	
44.245	4.810995					44.245	7.70884																																	
44.249	4.795663					44.249	7.708891																																	
44.253	4.792389					44.253	7.708939																																	
44.257	4.811827					44.257	7.709027																																	
44.261	4.808529					44.261	7.709123																																	
44.265	4.827389					44.265	7.709186																																	
44.27	4.827219					44.27	7.709273																																	
44.274	4.828805					44.274	7.709373																																	
44.278	4.827107					44.278	7.709481																																	
44.282	4.812228					44.282	7.709494																																	
44.286	4.78536					44.286	7.709513																																	
44.29	4.803618					44.29	7.70959																																	
44.294	4.833056					44.294	7.709634																																	
44.299	4.842236					44.299	7.709761																																	
44.303	4.831555					44.303	7.709866																																	
44.307	4.832385					44.307	7.709866																																	
44.311	4.83996					44.311	7.709903																																	
44.315	4.841978					44.315	7.709908																																	
44.319	4.851939					44.319	7.709895																																	
44.324	4.859896					44.324	7.709905																																	
44.328	4.849207					44.328	7.709956																																	
44.332	4.852835					44.332	7.710055																																	
44.336	4.859101					44.336	7.710176																																	
44.34	4.864896					44.34	7.710251																																	
44.344	4.860404					44.344	7.710282																																	
44.348	4.887263					44.348	7.71032																																	
44.353	4.874432					44.353	7.710403																																	
44.357	4.86807					44.357	7.710506																																	
44.361	4.875849					44.361	7.710581																																	
44.365	4.887793					44.365	7.71068																																	
44.369	4.874338					44.369	7.710773																																	
44.373	4.879211					44.373	7.710828																																	
44.377	4.872229					44.377	7.710851																																	
44.382	4.893296					44.382	7.710756																																	
44.386	4.90414					44.386	7.71075																																	
44.39	4.920459					44.39	7.710766																																	
44.394	4.928891					44.394	7.710757																																	
44.398	4.926805					44.398	7.710756																																	
44.402	4.914236					44.402	7.710773																																	
44.406	4.923654					44.406	7.710831																																	
44.411	4.921371					44.411	7.710898																																	
44.415	4.926889					44.415	7.711005																																	
44.419	4.93774					44.419	7.711127																																	
44.423	4.935369					44.423	7.711236																																	
44.427	4.924061					44.427	7.711299																																	
44.431	4.920743					44.431	7.711353																																	
44.435	4.933631					44.435	7.71138																																	
44.44	4.934048					44.44	7.711458																																	
44.444	4.935055					44.444	7.711562																																	
44.448	4.939303					44.448	7.711628																																	
44.452	4.94747					44.452	7.711703																																	
44.456	4.952737					44.456	7.711812																																	
44.46	4.960855					44.46	7.711927																																	
44.464	4.967076					44.464	7.712018																																	
44.469	4.963059					44.469	7.712047																																	
44.473	4.977125					44.473	7.71212																																	
44.477	4.98526					44.477	7.712248																																	
44.481	4.981208					44.481	7.712327																																	
44.485	4.978469					44.485	7.712406																																	
44.489	4.988111					44.489	7.712491																																	
44.493	4.991969					44.493	7.712534																																	
44.498	4.982022					44.498	7.712601																																	
44.502	4.981329					44.502	7.712694																																	
44.506	4.984475					44.506	7.712824																																	
44.51	5.002362					44.51	7.712966																																	
44.514	5.000013					44.514	7.713058																																	
44.518	4.996894					44.518	7.713138																																	
44.523	5.011737					44.523	7.713213																																	
44.527	4.998291					44.527	7.713313																																	
44.531	5.000459					44.531	7.713439																																	
44.535	5.004899					44.535	7.713568																																	
44.539	5.012161					44.539	7.71367																																	
44.543	5.019753					44.543	7.713746																																	
44.547	5.030713					44.547	7.713816																																	
44.552	5.031537					44.552	7.713892																																	
44.556	5.042734					44.556	7.71392																																	
44.56	5.029172					44.56	7.713958																																	
44.564	5.038445					44.564	7.714094																																	
44.568	5.04308					44.568	7.714265																																	
44.572	5.051828					44.572	7.714371																																	
